bedrijf,domein,domein_bron,functie,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
Deloox,deloox.nl,geraden en bevestigd,Customer Care Medewerker,2026-06-04,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/customer-care-medewerker-at-deloox-4420161438,klantenservice medewerker
Dentalair,dentalair.nl,geraden en bevestigd,MEDEWERKER WEBSHOP &amp; SUPPORT,2026-09-04,Dordrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-webshop-support-at-dentalair-4461970298,webcare medewerker
DentalZorg Tandheelkunde,dentalzorg.nl,geraden en bevestigd,Medewerker Online Marketing,2025-12-01,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/medewerker-online-marketing-at-dentalzorg-tandheelkunde-4324997576,webcare medewerker
Deployteq,deployteq.com,geraden en bevestigd,ICT-servicedeskmedewerker,2026-09-01,Ter Heijde,1,nee,https://nl.linkedin.com/jobs/view/ict-servicedeskmedewerker-at-deployteq-4449849329,webcare medewerker
Deponti,deponti.com,geraden en bevestigd,Customer Service Medewerker – 32-40 uur | Oss,2026-07-03,Oss,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-%E2%80%93-32-40-uur-oss-at-deponti-4433144047,klantenservice medewerker
DETEC Beveiliging,detec.nl,geraden en bevestigd,Klantenservice medewerker,2025-12-12,Purmerend,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-detec-beveiliging-4330525254,klantenservice medewerker
DeWarmte,dewarmte.nl,geraden en bevestigd,Customer Experience Manager,2026-09-09,'s-Gravenhage,1,nee,https://nl.linkedin.com/jobs/view/customer-experience-manager-at-dewarmte-4465075329,customer happiness
DHL eCommerce Nederland,dhlecommerce.nl,geraden en bevestigd,Sales Support Medewerker,2026-08-12,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/sales-support-medewerker-at-dhl-ecommerce-nederland-4453344942,e-commerce medewerker
Digital Newsgroup (DNG),digitalnewsgroup.com,geraden en bevestigd,Linkbuildingspecialist,2026-08-26,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/linkbuildingspecialist-at-digital-newsgroup-bv-4459177785,webcare medewerker
DNA Services B.V.,dnaservices.nl,geraden en bevestigd,ServiceDesk medewerker,2026-08-21,Hendrik-Ido-Ambacht,1,nee,https://nl.linkedin.com/jobs/view/servicedesk-medewerker-at-dna-services-b-v-4456744810,webcare medewerker
DogSuppy,dogsuppy.com,geraden en bevestigd,Growth Associate,2026-08-21,Amsterdam,1,ja,https://nl.linkedin.com/jobs/view/growth-associate-at-dogsuppy-4457343940,e-commerce medewerker
DroneShield,droneshield.com,geraden en bevestigd,Customer Success Manager - EMEA,2026-09-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-emea-at-droneshield-4465784581,customer happiness
Drukwerkdeal,drukwerkdeal.nl,geraden en bevestigd,Customer Care Specialist/ Klantenservice medewerker,2026-09-05,Deventer,1,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-klantenservice-medewerker-at-drukwerkdeal-4435854127,support medewerker webshop
Dutchwebdesign,dutchwebdesign.nl,geraden en bevestigd,Projectmanager e-commerce,2026-09-22,Breda,2,nee,https://nl.linkedin.com/jobs/view/projectmanager-e-commerce-at-dutchwebdesign-4470299147,webshop medewerker
DYKA Group,dyka.nl,geraden en bevestigd,Baliemedewerker / Magazijnmedewerker | DYKA Eindhoven,2026-05-22,Eindhoven,2,nee,https://nl.linkedin.com/jobs/view/baliemedewerker-magazijnmedewerker-dyka-eindhoven-at-dyka-group-4414311547,orderverwerking medewerker
Dynamic People B.V. | Amsterdam | The Netherlands,dynamicpeople.nl,geraden en bevestigd,Customer Success Manager,2026-09-14,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-dynamic-people-4463877500,customer happiness
e-Quest,equest.com,geraden en bevestigd,Servicedeskmedewerker Breedband Helmond,2026-08-04,Helmond,1,nee,https://nl.linkedin.com/jobs/view/servicedeskmedewerker-breedband-helmond-at-e-quest-4449071697,webcare medewerker
Eastman,eastman.com,geraden en bevestigd,Customer Service Representative - Chemical Intermediates - German speaker,2026-09-19,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-chemical-intermediates-german-speaker-at-eastman-4440254476,customer service
Economy,economy.nl,geraden en bevestigd,Online marketeer in Delft,2026-06-06,Delft,1,nee,https://nl.linkedin.com/jobs/view/online-marketeer-in-delft-at-economy-4432302999,e-commerce medewerker
Eddy Grid,eddygrid.com,geraden en bevestigd,Customer Success Manager - Customer Relations,2026-09-22,"Utrecht, Nederland",2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-customer-relations-at-eddy-grid-4470261983,customer happiness
EerstelijnsZorg Zoetermeer,eerstelijnszorgzoetermeer.nl,geraden en bevestigd,Servicedeskmedewerker ICT &amp; Facilitaire Dienstverlening (fulltime),2026-08-24,Zoetermeer,1,nee,https://nl.linkedin.com/jobs/view/servicedeskmedewerker-ict-facilitaire-dienstverlening-fulltime-at-eerstelijnszorg-zoetermeer-4455842587,webcare medewerker
Effectory,effectory.com,geraden en bevestigd,Customer Success Manager - Public sector,2026-09-15,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-public-sector-at-effectory-4467761203,customer happiness
Elektramat B.V.,elektramat.nl,geraden en bevestigd,Merchandiser &amp; Search specialist,2026-03-28,Enschede en omgeving,2,nee,https://nl.linkedin.com/jobs/view/merchandiser-search-specialist-at-elektramat-b-v-4392006945,e-commerce medewerker
Elektrobode B.V.,elektrobode.nl,geraden en bevestigd,Medewerker klantenservice,2026-09-08,Assen,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-elektrobode-b-v-4464322167,klantenservice medewerker
Elektrototaalmarkt,elektrototaalmarkt.nl,geraden en bevestigd,Klantenservicemedewerker,2026-09-09,Nistelrode,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-elektrototaalmarkt-nl-4464498258,support medewerker webshop
Element Logic®,elementlogic.net,geraden en bevestigd,Global Head of Customer Programs,2026-09-03,Bemmel,1,nee,https://nl.linkedin.com/jobs/view/global-head-of-customer-programs-at-element-logic%C2%AE-4463270811,customer happiness
Elevation Group,elevation.nl,geraden en bevestigd,Administratief Medewerker Inkoop,2026-09-08,'s-Gravenhage,1,nee,https://nl.linkedin.com/jobs/view/administratief-medewerker-inkoop-at-elevation-group-4464623531,orderverwerking medewerker
Elevation Partners,elevationpartners.nl,geraden en bevestigd,Manager klantsuccessen,2026-08-27,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/manager-klantsuccessen-at-elevation-partners-4459828399,customer happiness
ELIS,nl.elis.com,geraden en bevestigd,Customer Relations Medewerker,2026-09-17,Schiedam,1,nee,https://nl.linkedin.com/jobs/view/customer-relations-medewerker-at-elis-4465088471,klantenservice medewerker
Endeavour,endeavour.nl,geraden en bevestigd,Medior Allround Online Marketeer,2026-07-30,Haarlem,1,nee,https://nl.linkedin.com/jobs/view/medior-allround-online-marketeer-at-endeavour-4446747400,webcare medewerker
Equalture,equalture.com,geraden en bevestigd,Customer Success Manager,2026-09-15,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-equalture-4467736231,customer happiness
Equinix,equinix.com,geraden en bevestigd,Regional Customer Success Management - Enterprise,2026-09-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/regional-customer-success-management-enterprise-at-equinix-4467605803,customer happiness
ERIKS Netherlands,eriks.com,geraden en bevestigd,Medewerker Order Service Team,2026-09-22,Alkmaar,1,nee,https://nl.linkedin.com/jobs/view/medewerker-order-service-team-at-eriks-netherlands-4470402866,orderverwerking medewerker
Essity,essity.com,geraden en bevestigd,Customer Facing &amp; Order Management Representative,2026-08-28,Zeist,1,nee,https://nl.linkedin.com/jobs/view/customer-facing-order-management-representative-at-essity-4458075797,klantenservice medewerker
Euro Pizza Products,europizzaproducts.com,geraden en bevestigd,Business Support Medewerker,2026-09-03,Amstelveen,1,nee,https://nl.linkedin.com/jobs/view/business-support-medewerker-at-euro-pizza-products-4462780476,support medewerker webshop
Eurofins,eurofins.com,geraden en bevestigd,Customer Support Medewerker,2026-07-09,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/customer-support-medewerker-at-eurofins-4438595647,customer service
Europe Cycle Company,europecycle.com,geraden en bevestigd,Klantenservice/Aftersales,2025-12-03,Aalsmeer,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-aftersales-at-europe-cycle-company-4341551459,klantenservice medewerker
Evers Kassasystemen bv,evers-kassasystemen.nl,geraden en bevestigd,Junior Support Medewerker,2026-08-27,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/junior-support-medewerker-at-evers-kassasystemen-bv-4457744746,webcare medewerker
Eye Security,eye.security,geraden en bevestigd,Customer Success Manager Netherlands (m/f/x),2026-09-01,Rotterdam and The Hague,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-netherlands-m-f-x-at-eye-security-4442097035,customer happiness
Facilicom Groep,facilicom.nl,geraden en bevestigd,Senior Digital Marketeer,2026-09-18,Schiedam,1,nee,https://nl.linkedin.com/jobs/view/senior-digital-marketeer-at-facilicom-groep-4469172168,webcare medewerker
Farm Frites,farmfrites.com,geraden en bevestigd,Customer Service Medewerker,2026-09-19,"Zuid-Holland, Nederland",1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-farm-frites-4441375026,klantenservice medewerker
Fashion Cloud,fashion.cloud,geraden en bevestigd,Product Success Manager - EDI,2026-08-10,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/product-success-manager-edi-at-fashion-cloud-4451568032,support medewerker webshop
Felix NL,felix.nl,geraden en bevestigd,Customer Service Representative Belgium &amp; Luxemburg,2026-09-20,Helmond,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-belgium-luxemburg-at-felix-nl-4468447647,klantenservice medewerker
Ferdinand Zandbergen B.V.,fzandbergen.nl,geraden en bevestigd,Sales Support Medewerker,2026-09-09,Woudenberg,1,nee,https://nl.linkedin.com/jobs/view/sales-support-medewerker-at-ferdinand-zandbergen-b-v-4465051599,orderverwerking medewerker
Fidus,fidus.nl,geraden en bevestigd,Adviseur Particuliere Verzekeringen,2026-09-03,Huizen,1,nee,https://nl.linkedin.com/jobs/view/adviseur-particuliere-verzekeringen-at-fidus-4450704441,klantadviseur
Findwhere,findwhere.com,geraden en bevestigd,Growth Marketeer,2026-09-14,Noordwijk aan Zee,1,nee,https://nl.linkedin.com/jobs/view/growth-marketeer-at-findwhere-4467089736,webcare medewerker
Fixami,fixami.com,geraden en bevestigd,Franse Customer Service Medewerker,2026-07-28,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/franse-customer-service-medewerker-at-fixami-4445449934,support medewerker webshop
Flatline Agency ™️,flatlineagency.com,geraden en bevestigd,Shopify Consultant,2026-07-28,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/shopify-consultant-at-flatline-agency-%E2%84%A2%EF%B8%8F-4445412861,support medewerker webshop
Flatpay,flatpay.com,geraden en bevestigd,Customer Support Agent,2026-09-05,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-support-agent-at-flatpay-4454509382,customer service
Flitsmeister,flitsmeister.nl,geraden en bevestigd,Customer Support Specialist,2026-09-09,Veenendaal,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-flitsmeister-4445733076,customer service
Flokk Nederland,flokk.com,geraden en bevestigd,Customer service medewerker Benelux,2026-07-27,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-benelux-at-flokk-nederland-4445900924,klantenservice medewerker
Forbo Group,forbo.nl,geraden en bevestigd,Website Specialist,2026-09-09,Assendelft,1,nee,https://nl.linkedin.com/jobs/view/website-specialist-at-forbo-group-4465066016,webcare medewerker
Fortezza Groep,fortezza.com,geraden en bevestigd,Servicedesk Medewerker,2026-08-26,Zoetermeer,1,nee,https://nl.linkedin.com/jobs/view/servicedesk-medewerker-at-fortezza-4459307317,webcare medewerker
Foxelli Group,foxelli.com,geraden en bevestigd,Email Marketing Specialist| DTC E-commerce | 100% Remote EU,2026-07-31,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/email-marketing-specialist-dtc-e-commerce-100%25-remote-eu-at-foxelli-group-4447525692,e-commerce medewerker
Fresh 'n Rebel,freshnrebel.com,geraden en bevestigd,Medewerker Commercial Backoffice Rotterdam HQ 32h-40h,2026-08-05,Rotterdam,1,ja,https://nl.linkedin.com/jobs/view/medewerker-commercial-backoffice%0Arotterdam-hq%0A32h-40h-at-fresh-n-rebel-4447308836,orderverwerking medewerker
Fresh People,freshpeople.nl,geraden en bevestigd,online merchandiser,2026-08-31,Zaandam,1,nee,https://nl.linkedin.com/jobs/view/online-merchandiser-at-fresh-people-4461205780,e-commerce medewerker
Funda,funda.nl,geraden en bevestigd,Frontend Developer,2026-09-17,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/frontend-developer-at-funda-4458164601,webcare medewerker
Fyffes,fyffes.com,geraden en bevestigd,OTC Analyst,2026-09-03,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/otc-analyst-at-fyffes-4434988333,orderverwerking medewerker
GANNI,ganni.com,geraden en bevestigd,"Full-time Client Advisor - Runstraat, Amsterdam",2026-09-18,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/full-time-client-advisor-runstraat-amsterdam-at-ganni-4440901648,klantadviseur
Garanti BBVA International,garantibbva.com.tr,geraden en bevestigd,Klantcontactadviseur Sparen,2026-05-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/klantcontactadviseur-sparen-at-garanti-bbva-international-4403973280,klantenservice medewerker
GDB Logistics,gdblogistics.com,geraden en bevestigd,Customer Support Specialist,2026-08-10,Alkmaar,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-gdb-logistics-4451529684,customer service
Gemeente Krimpenerwaard,gemeentekrimpenerwaard.nl,geraden en bevestigd,Medewerker Klantcontact,2026-09-17,Bergambacht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantcontact-at-gemeente-krimpenerwaard-4468643620,klantenservice medewerker
Genesys,genesys.nl,geraden en bevestigd,Customer Success Director,2026-07-16,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/customer-success-director-at-genesys-4436073958,customer happiness
Geotab,geotab.com,geraden en bevestigd,SMB Senior Customer Success Manager (CSM) Netherlands,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/smb-senior-customer-success-manager-csm-netherlands-at-geotab-4467845183,customer happiness
Get-e,gete.nl,geraden en bevestigd,Client Relationship Manager,2026-09-10,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/client-relationship-manager-at-get-e-4465648005,customer happiness
Giga Meubel,gigameubel.nl,geraden en bevestigd,Klantenservice medewerker 32-40 uur,2026-09-08,Barneveld,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-32-40-uur-at-giga-meubel-4462523800,klantenservice medewerker
Globus Medical,globusmedical.com,geraden en bevestigd,Operations Shipping Clerk,2025-12-15,Brunssum,2,nee,https://nl.linkedin.com/jobs/view/operations-shipping-clerk-at-globus-medical-4350103888,orderverwerking medewerker
GO! Express & Logistics,goexpresslogistics.com,geraden en bevestigd,Customer Service Agent (40 uur),2026-09-08,Veenendaal,1,nee,https://nl.linkedin.com/jobs/view/customer-service-agent-40-uur-at-go%21-express-logistics-4462293610,klantenservice medewerker
GoDutch,godutch.com,geraden en bevestigd,Customer Operations Agent,2026-01-13,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-operations-agent-at-godutch-4354448067,klantenservice medewerker
GoedGepickt Webwinkel Magazijnsoftware,goedgepickt.nl,geraden en bevestigd,Customer Success &amp; Support Specialist,2026-07-02,Etten-Leur,1,nee,https://nl.linkedin.com/jobs/view/customer-success-support-specialist-at-goedgepickt-webwinkel-magazijnsoftware-4435018603,customer happiness
Goldbergh,goldbergh.com,geraden en bevestigd,Email &amp; CRM Marketeer,2026-08-27,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/email-crm-marketeer-at-goldbergh-4459803918,e-commerce medewerker
GoodHabitz,goodhabitz.com,geraden en bevestigd,Webflow Developer (Marketing),2026-08-27,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/webflow-developer-marketing-at-goodhabitz-4457754763,webcare medewerker
GoSpooky,gospooky.com,geraden en bevestigd,TikTok Shop Manager,2026-09-08,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/tiktok-shop-manager-at-gospooky-4409438011,e-commerce medewerker
Greenchoice,greenchoice.nl,geraden en bevestigd,Commercieel Adviseur MKB,2026-09-14,Nijmegen,2,nee,https://nl.linkedin.com/jobs/view/commercieel-adviseur-mkb-at-greenchoice-4455280040,klantadviseur
Grozette BV,grozette.com,geraden en bevestigd,Medewerker Binnendienst,2026-07-30,Woerden,1,nee,https://nl.linkedin.com/jobs/view/medewerker-binnendienst-at-grozette-bv-4446568559,orderverwerking medewerker
GTE,gte-shop.com,geraden en bevestigd,E-mail Marketeer,2026-09-07,Nieuwegein,9,nee,https://nl.linkedin.com/jobs/view/e-mail-marketeer-at-gte-4462984203,e-commerce medewerker
HabitasConnects,habitasconnects.nl,geraden en bevestigd,Senior E-commerce &amp; Marketplace Medewerker | 24-32 uur | Oud-Beijerland,2026-09-14,Oud-Beijerland,1,nee,https://nl.linkedin.com/jobs/view/senior-e-commerce-marketplace-medewerker-24-32-uur-oud-beijerland-at-habitasconnects-4465220223,e-commerce medewerker
Hager Nederland,hager.com,geraden en bevestigd,Medewerker Ordermanagement,2026-09-11,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/medewerker-ordermanagement-at-hager-netherlands-4466042094,orderverwerking medewerker
Hammer IT Services B.V.,hammerit.nl,geraden en bevestigd,Allround Medewerker IT &amp; Klantenservice,2026-08-26,Zevenaar,1,nee,https://nl.linkedin.com/jobs/view/allround-medewerker-it-klantenservice-at-hammer-it-services-b-v-4459328254,webcare medewerker
Happy Hair Service,happyhairservice.nl,geraden en bevestigd,E-commerce &amp; Content Specialist,2026-09-15,Berkel en Rodenrijs,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-content-specialist-at-happy-hair-service-4467753157,webcare medewerker
Happy On Web B.V.,happyonweb.nl,geraden en bevestigd,Fulltime Klantenservice &amp; Webshop medewerker Eindhoven,2026-08-05,Eindhoven Area,1,nee,https://nl.linkedin.com/jobs/view/fulltime-klantenservice-webshop-medewerker-eindhoven-at-happy-on-web-b-v-4449629126,e-commerce medewerker
Harmony Auto Netherlands,harmonyauto.com,geraden en bevestigd,Sales Consultant,2026-09-11,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/sales-consultant-at-harmony-auto-netherlands-4466090723,klantadviseur
Hart Beach,hartbeach.nl,geraden en bevestigd,Website &amp; Webshop Beheerder,2026-09-19,'s-Gravenhage,1,nee,https://nl.linkedin.com/jobs/view/website-webshop-beheerder-at-hart-beach-4469525581,webcare medewerker
Haselhoff Groep,haselhoff.nl,geraden en bevestigd,ICT Supportdesk Medewerker 1e en 2e lijns,2026-07-27,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/ict-supportdesk-medewerker-1e-en-2e-lijns-at-haselhoff-groep-4428635483,webcare medewerker
HAVI,havi.com,geraden en bevestigd,Customer Service medewerker,2026-09-10,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-havi-4428890417,klantenservice medewerker
Haystack People,haystackpeople.nl,geraden en bevestigd,Customer Support Specialist,2026-09-18,Haarlem,2,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-haystack-people-4467860501,customer service
HealthConnected (NL),healthconnected.nl,geraden en bevestigd,Customer Succes Specialist,2026-09-11,Alkmaar,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-specialist-at-healthconnected-nl-4466090452,customer happiness
HeatTransformers,heattransformers.com,geraden en bevestigd,Sales Agent (Commercieel Adviseur),2026-07-09,Woerden,1,nee,https://nl.linkedin.com/jobs/view/sales-agent-commercieel-adviseur-at-heattransformers-4438607247,klantadviseur
Hedin Automotive NL,hedinautomotive.nl,geraden en bevestigd,Service Support Medewerker BMW en MINI,2026-09-21,Breda,8,nee,https://nl.linkedin.com/jobs/view/service-support-medewerker-bmw-en-mini-at-hedin-automotive-nl-4468761964,klantadviseur
Hemubo,hemubo.nl,geraden en bevestigd,Support medewerker ICT,2026-09-17,Almere,1,nee,https://nl.linkedin.com/jobs/view/support-medewerker-ict-at-hemubo-4457974171,webcare medewerker
Herbalife,herbalife.com,geraden en bevestigd,Customer Service Representative with English and Dutch - Netherlands and Belgium,2026-09-04,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-with-english-and-dutch-netherlands-and-belgium-at-herbalife-4434132710,klantenservice medewerker
Het Notarieel,hetnotarieel.nl,geraden en bevestigd,Frontoffice medewerker,2026-08-31,Zwolle,1,nee,https://nl.linkedin.com/jobs/view/frontoffice-medewerker-at-het-notarieel-4461094787,webcare medewerker
Hilti Nederland BV,hilti.nl,geraden en bevestigd,Customer Service Agent,2026-07-07,Berkel en Rodenrijs,1,nee,https://nl.linkedin.com/jobs/view/customer-service-agent-at-hilti-nederland-bv-4432261574,customer service
Holmen,holmen.com,geraden en bevestigd,Customer Service employee DACH,2026-09-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-employee-dach-at-holmen-4458134943,klantenservice medewerker
Hostnet,hostnet.nl,geraden en bevestigd,Customer Success Representative,2026-09-17,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-success-representative-at-hostnet-bv-4456027234,customer happiness
Hotelprofessionals,hotelprofessionals.nl,geraden en bevestigd,Guest Service Agent,2026-09-21,Amsterdam,18,nee,https://nl.linkedin.com/jobs/view/guest-service-agent-at-hotelprofessionals-4468781335,customer service
HousApp,housapp.com,geraden en bevestigd,Customer Success Manager,2026-06-01,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-housapp-4421803765,customer happiness
Houthoff,houthoff.com,geraden en bevestigd,Marketing- &amp; Communicatiemedewerker,2026-09-01,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/marketing-communicatiemedewerker-at-houthoff-4461708868,webcare medewerker
HUGO BOSS,hugoboss.com,geraden en bevestigd,Service &amp; Process Assistant - Commercial Operations (m/f) I Fulltime (40h),2026-09-04,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/service-process-assistant-commercial-operations-m-f-i-fulltime-40h-at-hugo-boss-4461195761,e-commerce medewerker
"Hunter Douglas, Inc.",hunterdouglasarchitectural.eu,geraden en bevestigd,Customer Service Representative,2026-09-17,Boxtel,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-hunter-douglas-inc-4439193599,klantenservice medewerker
Icetubs,icetubs.com,geraden en bevestigd,Webflow &amp; Shopify Developer,2026-07-13,Amsterdam-West,1,nee,https://nl.linkedin.com/jobs/view/webflow-shopify-developer-at-icetubs-4440044522,webcare medewerker
ID-ware,id-ware.com,geraden en bevestigd,Logistiek Medewerker,2026-09-14,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-id-ware-4464773907,orderverwerking medewerker
IGO Promo NL,igopromo.nl,geraden en bevestigd,Customer Service Medewerker,2026-06-04,Helmond,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-igo-promo-4393526741,klantenservice medewerker
Impact Group,impact.nl,geraden en bevestigd,Customer Service Medewerker,2026-06-17,Oss,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-impact-group-4428767212,orderverwerking medewerker
Incision,incision.nl,geraden en bevestigd,Customer Success Manager – Benelux,2026-09-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-%E2%80%93-benelux-at-incision-4438340131,customer happiness
Inktweb.nl,inktweb.nl,geraden en bevestigd,Customer Support,2026-08-07,Alkmaar,5,nee,https://nl.linkedin.com/jobs/view/customer-support-at-inktweb-nl-4450703072,klantenservice medewerker
Innomotion,innomotion.eu,geraden en bevestigd,Coördinator binnendienst,2026-08-28,Varsseveld,1,nee,https://nl.linkedin.com/jobs/view/co%C3%B6rdinator-binnendienst-at-innomotion-4460347043,orderverwerking medewerker
InShared,inshared.nl,geraden en bevestigd,Web Analytics Specialist,2026-07-27,Leusden,1,nee,https://nl.linkedin.com/jobs/view/web-analytics-specialist-at-inshared-4445943002,webcare medewerker
Insify,insify.nl,geraden en bevestigd,Customer Support Specialist,2026-09-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-insify-4371506602,klantenservice medewerker
Insight,insight.nl,geraden en bevestigd,Client Operations Specialist,2026-09-16,Apeldoorn,1,nee,https://nl.linkedin.com/jobs/view/client-operations-specialist-at-insight-4450141051,orderverwerking medewerker
Instabee,instabee.com,geraden en bevestigd,Partner Success Associate,2026-09-04,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/partner-success-associate-at-instabee-4462320033,e-commerce medewerker
Intergamma,intergamma.nl,geraden en bevestigd,Frontend ontwikkelaar,2026-08-24,Leusden,1,nee,https://nl.linkedin.com/jobs/view/frontend-ontwikkelaar-at-intergamma-4419813509,webcare medewerker
Interieurwereld van de Belt,interieurwereld.nl,geraden en bevestigd,Verkoopmedewerker diverse afdelingen,2026-09-21,Meppel,1,nee,https://nl.linkedin.com/jobs/view/verkoopmedewerker-diverse-afdelingen-at-interieurwereld-van-de-belt-4468770119,webshop medewerker
Intralox,intralox.com,geraden en bevestigd,Customer Service Account Representative - Danish speaking,2026-09-21,Hoofddorp,3,nee,https://nl.linkedin.com/jobs/view/customer-service-account-representative-danish-speaking-at-intralox-4463385139,customer happiness
Invorderingsbedrijf,invorderingsbedrijf.nl,geraden en bevestigd,Klantenservice Medewerker,2026-07-13,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-invorderingsbedrijf-4440044391,klantenservice medewerker
InVue,invue.com,geraden en bevestigd,Customer Support Specialist - German Speaking,2026-09-04,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-german-speaking-at-invue-4453255708,customer service
iSpeedToLead,ispeedtolead.com,geraden en bevestigd,Customer Success Manager,2026-09-01,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-ispeedtolead-4462031875,customer happiness
ista Nederland,ista.com,geraden en bevestigd,Klantenservicemedewerker,2026-09-16,Schiedam,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-ista-nederland-b-v-4468276179,klantenservice medewerker
IT-Wizzard,itwizzard.com,geraden en bevestigd,Eerstelijns support medewerker ICT,2026-09-15,Harlingen,1,nee,https://nl.linkedin.com/jobs/view/eerstelijns-support-medewerker-ict-at-it-wizzard-4467471105,webcare medewerker
Jansen Totaal Wonen,jansentotaalwonen.nl,geraden en bevestigd,Orderverwerker keukens,2026-06-02,Huissen,1,nee,https://nl.linkedin.com/jobs/view/orderverwerker-keukens-at-jansen-totaal-wonen-b-v-4422362748,orderverwerking medewerker
JBT Marel,jbtmarel.com,geraden en bevestigd,"Coordinator, Customer Support",2026-09-10,Boxmeer,1,nee,https://nl.linkedin.com/jobs/view/coordinator-customer-support-at-jbt-marel-4444144373,customer service
JD.COM,global.jd.com,geraden en bevestigd,Customer Service Specialist,2026-09-22,Rotterdam and The Hague,2,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-jd-com-4414673937,klantenservice medewerker
